Total_Children,Total_Income,Education_Type,Family_Status,Total_Family_Members,Applicant_Age,Years_of_Working,Village,Total_Bad_Debt,Total_Good_Debt,Owned_Email
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Mucela (Lavegadas),0,27,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Ponte da Pedra (Poiares (Santo André)),0,27,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Alveite Pequeno (São Miguel de Poiares),0,33,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Abraveia (Poiares (Santo André)),0,27,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Santa Maria (Arrifana),0,24,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Sabouga (Lavegadas),0,21,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Avessada (Poiares (Santo André)),0,20,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Ponte de Mucela (Lavegadas),0,18,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Algaça (Arrifana),0,3,0
1,135000,Secondary / secondary special                     ,Widow                                             ,2,43,1,Pinheiro (Poiares (Santo André)),0,2,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Balteiro (Arrifana),0,14,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Vale Carvalhal (Poiares (Santo André)),0,2,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Cabeço de Celas (São Miguel de Poiares),0,14,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Fonte da Telha (Arrifana),0,2,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Vendinha (Poiares (Santo André)),0,9,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Algaça (Poiares (Santo André)),0,2,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Catraia das Necessidades (Poiares (Santo André)),0,8,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Ribeira do Moinho (Poiares (Santo André)),0,2,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,24,3,Abraveia (Poiares (Santo André)),0,1,1
0,180000,Higher education                                  ,Married                                           ,2,32,3,Entroncamento (Poiares (Santo André)),0,14,0
0,180000,Higher education                                  ,Married                                           ,2,32,3,Vila Chã (Poiares (Santo André)),0,14,0
0,180000,Higher education                                  ,Married                                           ,2,32,3,Ponte da Pedra (Poiares (Santo André)),0,14,0
0,180000,Higher education                                  ,Married                                           ,2,32,3,Pereiro de Além (Poiares (Santo André)),0,14,0
0,180000,Higher education                                  ,Married                                           ,2,32,3,Santa Maria (Arrifana),0,14,0
0,180000,Higher education                                  ,Married                                           ,2,32,3,Entroncamento (Poiares (Santo André)),0,12,0
0,180000,Higher education                                  ,Married                                           ,2,32,3,Crasto (Poiares (Santo André)),0,12,0
0,112500,Secondary / secondary special                     ,Single / not married                              ,1,48,2,Vale de Vaz (Poiares (Santo André)),0,24,0
0,112500,Secondary / secondary special                     ,Single / not married                              ,1,48,2,Crasto (Arrifana),0,25,0
0,112500,Secondary / secondary special                     ,Single / not married                              ,1,48,2,Catraia das Necessidades (Poiares (Santo André)),0,24,0
1,202500,Secondary / secondary special                     ,Married                                           ,3,27,4,Forcado (Poiares (Santo André)),0,41,0
1,202500,Secondary / secondary special                     ,Married                                           ,3,27,4,Terreiros de Além (Arrifana),0,10,0
1,202500,Secondary / secondary special                     ,Married                                           ,3,27,4,Forcado (Poiares (Santo André)),0,30,0
1,202500,Secondary / secondary special                     ,Married                                           ,3,27,4,Couchel (Poiares (Santo André)),0,7,0
3,202500,Secondary / secondary special                     ,Married                                           ,5,37,6,Sabouga (Lavegadas),0,22,0
3,202500,Secondary / secondary special                     ,Married                                           ,5,37,6,Carvalho (Arrifana),0,22,0
3,202500,Secondary / secondary special                     ,Married                                           ,5,37,6,Ribas (Poiares (Santo André)),0,22,0
3,202500,Secondary / secondary special                     ,Married                                           ,5,37,6,Pereiro de Baixo (Poiares (Santo André)),0,13,0
3,202500,Secondary / secondary special                     ,Married                                           ,5,37,6,Cascalho (Poiares (Santo André)),0,3,0
0,81000,Secondary / secondary special                     ,Married                                           ,2,43,10,Carvalho (Arrifana),0,57,0
0,81000,Secondary / secondary special                     ,Married                                           ,2,43,10,Mucela (Lavegadas),0,7,0
0,81000,Secondary / secondary special                     ,Married                                           ,2,43,10,Oliveira (Arrifana),0,57,0
0,81000,Secondary / secondary special                     ,Married                                           ,2,43,10,Couchel (Poiares (Santo André)),0,46,0
0,81000,Secondary / secondary special                     ,Married                                           ,2,43,10,Ribeira do Moinho (Poiares (Santo André)),0,17,0
2,112500,Secondary / secondary special                     ,Married                                           ,4,35,5,Ponte da Pedra (Poiares (Santo André)),0,16,0
2,270000,Higher education                                  ,Married                                           ,4,38,2,Vila Nova de Poiares (Poiares (Santo André)),0,15,0
2,270000,Higher education                                  ,Married                                           ,4,38,2,Póvoa (Poiares (Santo André)),0,15,0
2,270000,Higher education                                  ,Married                                           ,4,38,2,Ribas (Poiares (Santo André)),0,49,0
2,270000,Higher education                                  ,Married                                           ,4,38,2,Vale de Afonso (Poiares (Santo André)),0,15,0
2,270000,Higher education                                  ,Married                                           ,4,38,2,Ribeira do Moinho (Poiares (Santo André)),0,50,0
2,270000,Higher education                                  ,Married                                           ,4,38,2,Vale de Vaide (Poiares (Santo André)),0,15,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,32,10,Framilo (Poiares (Santo André)),0,17,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,32,10,Vendinha (Poiares (Santo André)),0,16,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,32,10,Louredo (Arrifana),0,51,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,39,2,Vilar (Arrifana),12,10,0
0,247500,Secondary / secondary special                     ,Separated                                         ,1,55,4,Pereiro de Baixo (Poiares (Santo André)),0,39,0
0,247500,Secondary / secondary special                     ,Separated                                         ,1,55,4,Avessada (Poiares (Santo André)),0,12,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,36,10,Ponte de Mucela (Lavegadas),0,18,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,36,10,Outeiro do Crasto (Arrifana),0,11,0
1,630000,Higher education                                  ,Married                                           ,3,48,13,Igreja Nova (Lavegadas),0,23,0
1,148500,Secondary / secondary special                     ,Separated                                         ,2,29,4,Moinhos (São Miguel de Poiares),0,23,0
1,121500,Secondary / secondary special                     ,Single / not married                              ,2,35,13,Forcado (Poiares (Santo André)),0,17,0
0,162000,Secondary / secondary special                     ,Single / not married                              ,1,32,2,Balteiro (Arrifana),0,28,0
0,162000,Secondary / secondary special                     ,Single / not married                              ,1,32,2,Venda (Poiares (Santo André)),1,41,0
0,162000,Secondary / secondary special                     ,Single / not married                              ,1,32,2,Cabeço de Celas (São Miguel de Poiares),0,4,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,59,4,Vale da Clara (Poiares (Santo André)),0,8,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,59,4,Balteiro (Arrifana),0,18,0
2,315000,Higher education                                  ,Married                                           ,4,47,4,Framilo (Poiares (Santo André)),0,15,0
2,315000,Higher education                                  ,Married                                           ,4,47,4,Ponte da Pedra (Poiares (Santo André)),0,29,0
2,315000,Higher education                                  ,Married                                           ,4,47,4,Malpartida (São Miguel de Poiares),0,25,0
2,315000,Higher education                                  ,Married                                           ,4,47,4,Vilar (Arrifana),0,24,0
2,315000,Higher education                                  ,Married                                           ,4,47,4,Casal do Gago (São Miguel de Poiares),0,28,0
0,315000,Secondary / secondary special                     ,Married                                           ,2,43,4,Vila Nova de Poiares (Poiares (Santo André)),1,48,0
0,315000,Secondary / secondary special                     ,Married                                           ,2,43,4,Entroncamento (Poiares (Santo André)),0,41,0
0,315000,Secondary / secondary special                     ,Married                                           ,2,43,4,Vimieiro (Poiares (Santo André)),3,35,0
0,315000,Secondary / secondary special                     ,Married                                           ,2,43,4,Terreiros de Santo António (Arrifana),1,25,0
0,315000,Secondary / secondary special                     ,Married                                           ,2,43,4,Terreiros de Além (Arrifana),1,9,0
0,157500,Higher education                                  ,Married                                           ,2,31,6,Bogalhal (Poiares (Santo André)),0,26,1
0,157500,Higher education                                  ,Married                                           ,2,31,6,São Miguel de Poiares (São Miguel de Poiares),0,28,1
0,157500,Higher education                                  ,Married                                           ,2,31,6,Vilar (Arrifana),0,13,1
0,157500,Higher education                                  ,Married                                           ,2,31,6,Pereiro de Além (Arrifana),0,12,1
0,112500,Secondary / secondary special                     ,Married                                           ,2,32,1,Bogalhal (Poiares (Santo André)),0,1,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,32,1,Vale de Afonso (Poiares (Santo André)),0,1,0
0,202500,Secondary / secondary special                     ,Civil marriage                                    ,2,48,12,Moura Morta (Lavegadas),0,6,0
0,202500,Secondary / secondary special                     ,Civil marriage                                    ,2,48,12,Catraia das Necessidades (Poiares (Santo André)),0,23,0
0,202500,Secondary / secondary special                     ,Civil marriage                                    ,2,48,12,Crasto (Poiares (Santo André)),0,6,0
0,202500,Secondary / secondary special                     ,Civil marriage                                    ,2,48,12,Pinheirais (Poiares (Santo André)),0,23,0
0,99000,Secondary / secondary special                     ,Married                                           ,2,49,20,Boiça (São Miguel de Poiares),0,6,1
0,99000,Secondary / secondary special                     ,Married                                           ,2,49,20,Pereiro de Além (Poiares (Santo André)),0,14,1
0,99000,Secondary / secondary special                     ,Married                                           ,2,49,20,Risca Silva (Poiares (Santo André)),0,3,1
0,99000,Secondary / secondary special                     ,Married                                           ,2,49,20,Barreiro (Lavegadas),0,9,1
0,99000,Secondary / secondary special                     ,Married                                           ,2,49,20,Terreiros de Santo António (Arrifana),0,1,1
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,23,1,Segundeira (Poiares (Santo André)),0,2,0
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,23,1,Ervideira (Arrifana),0,1,0
0,157500,Secondary / secondary special                     ,Single / not married                              ,1,29,7,Cascalho (Poiares (Santo André)),0,4,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,36,15,Ervideira (Arrifana),0,44,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,36,15,Ribas (Poiares (Santo André)),0,4,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,36,15,Terreiros de Santo António (Arrifana),0,9,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,48,27,Ponte da Pedra (Poiares (Santo André)),2,11,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,48,27,Pinheirais (Poiares (Santo André)),0,13,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,48,27,Pinheirais (Poiares (Santo André)),1,35,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,48,27,Risca Silva (Poiares (Santo André)),0,22,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,48,27,Bogalhal (Poiares (Santo André)),2,7,0
0,427500,Secondary / secondary special                     ,Married                                           ,2,58,17,Sabouga (Lavegadas),5,4,0
0,427500,Secondary / secondary special                     ,Married                                           ,2,58,17,Algaça (Arrifana),1,4,0
0,180000,Secondary / secondary special                     ,Single / not married                              ,1,37,8,Vendinha (Poiares (Santo André)),1,16,0
0,135000,Incomplete higher                                 ,Civil marriage                                    ,2,29,1,Paço (Poiares (Santo André)),0,6,0
0,135000,Incomplete higher                                 ,Civil marriage                                    ,2,29,1,Catraia das Necessidades (Poiares (Santo André)),0,5,0
0,135000,Incomplete higher                                 ,Civil marriage                                    ,2,29,1,Abraveia (Poiares (Santo André)),0,3,0
0,198000,Secondary / secondary special                     ,Married                                           ,2,58,4,Casal do Gago (São Miguel de Poiares),0,27,0
0,198000,Secondary / secondary special                     ,Married                                           ,2,58,4,Carvalho (Arrifana),0,26,0
0,198000,Secondary / secondary special                     ,Married                                           ,2,58,4,Cabeço de Celas (Poiares (Santo André)),0,19,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Vale de Vaz (Poiares (Santo André)),0,41,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Ribeira do Moinho (Poiares (Santo André)),0,10,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Casais (Arrifana),0,42,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Vale de Afonso (Poiares (Santo André)),0,41,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Segundeira (Poiares (Santo André)),0,43,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Terreiros de Santo António (Arrifana),0,9,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Cabeço de Celas (São Miguel de Poiares),0,32,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Oliveira (Arrifana),0,31,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Pereiro de Baixo (Poiares (Santo André)),0,26,0
0,585000,Secondary / secondary special                     ,Married                                           ,2,46,5,Venda (Poiares (Santo André)),0,25,0
0,139500,Higher education                                  ,Civil marriage                                    ,2,48,1,Carvalho (Arrifana),0,33,0
0,139500,Higher education                                  ,Civil marriage                                    ,2,48,1,Casal do Gago (São Miguel de Poiares),0,18,0
1,81000,Secondary / secondary special                     ,Married                                           ,3,34,4,Vimieiro (Poiares (Santo André)),0,2,0
1,81000,Secondary / secondary special                     ,Married                                           ,3,34,4,Lombada (São Miguel de Poiares),0,10,0
1,81000,Secondary / secondary special                     ,Married                                           ,3,34,4,Cabeço de Celas (São Miguel de Poiares),0,1,0
1,81000,Secondary / secondary special                     ,Married                                           ,3,34,4,Lombada (São Miguel de Poiares),0,1,0
0,225000,Higher education                                  ,Widow                                             ,1,55,28,Louredo (Arrifana),0,20,0
2,112500,Higher education                                  ,Married                                           ,4,28,5,São Miguel de Poiares (São Miguel de Poiares),0,26,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,35,6,Pereiro de Além (Poiares (Santo André)),0,25,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,35,6,Pereiro de Baixo (Arrifana),0,32,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,35,6,Venda (Poiares (Santo André)),0,33,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,35,6,Ferreira (Poiares (Santo André)),0,48,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,35,6,Vale da Clara (Poiares (Santo André)),0,9,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,35,6,Casal do Gago (São Miguel de Poiares),0,27,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Risca Silva (Poiares (Santo André)),1,8,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Mucela (Lavegadas),1,16,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Póvoa da Abraveia (Poiares (Santo André)),0,8,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Moinhos (São Miguel de Poiares),1,13,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Vale Carvalhal (Poiares (Santo André)),1,46,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Malpartida (São Miguel de Poiares),1,23,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Louredo (Arrifana),1,23,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Risca Silva (Poiares (Santo André)),0,15,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Entroncamento (Poiares (Santo André)),1,22,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Vimieiro (Poiares (Santo André)),0,23,0
0,117000,Secondary / secondary special                     ,Married                                           ,2,37,4,Bogalhal (Poiares (Santo André)),0,9,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,7,Algaça (Poiares (Santo André)),0,2,0
0,76500,Secondary / secondary special                     ,Single / not married                              ,1,24,2,Ferreira (Poiares (Santo André)),0,3,0
0,76500,Secondary / secondary special                     ,Single / not married                              ,1,24,2,Vale do Gueiro (São Miguel de Poiares),0,3,0
0,76500,Secondary / secondary special                     ,Single / not married                              ,1,24,2,Vale do Gueiro (São Miguel de Poiares),0,2,0
1,121500,Secondary / secondary special                     ,Married                                           ,3,42,9,Ponte de Mucela (Lavegadas),0,32,0
1,121500,Secondary / secondary special                     ,Married                                           ,3,42,9,Outeiro do Crasto (Arrifana),0,27,0
1,121500,Secondary / secondary special                     ,Married                                           ,3,42,9,Moura Morta (Lavegadas),0,13,0
1,121500,Secondary / secondary special                     ,Married                                           ,3,42,9,Entroncamento (Poiares (Santo André)),0,31,0
1,121500,Secondary / secondary special                     ,Married                                           ,3,42,9,Terreiros de Além (Arrifana),0,22,0
1,121500,Secondary / secondary special                     ,Married                                           ,3,42,9,Cabeço de Celas (São Miguel de Poiares),0,6,0
0,270000,Higher education                                  ,Married                                           ,2,51,14,Fonte Longa (São Miguel de Poiares),0,12,0
0,180000,Incomplete higher                                 ,Married                                           ,2,30,1,Venda Nova (São Miguel de Poiares),0,47,0
0,180000,Incomplete higher                                 ,Married                                           ,2,30,1,Balteiro (Arrifana),0,47,0
0,180000,Incomplete higher                                 ,Married                                           ,2,30,1,Cabeças (Poiares (Santo André)),0,19,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,48,10,Vale de Vaide (Poiares (Santo André)),0,14,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,48,10,Casa Nova (Poiares (Santo André)),0,7,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,48,10,Bogalhal (Poiares (Santo André)),0,27,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,48,10,Vale de Viegas (Poiares (Santo André)),0,3,0
0,180000,Secondary / secondary special                     ,Civil marriage                                    ,2,48,10,Pinheiro (Poiares (Santo André)),0,14,0
0,157500,Higher education                                  ,Married                                           ,2,58,4,Crasto (Arrifana),0,36,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,10,Ribas (Poiares (Santo André)),0,31,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,10,Boiça (São Miguel de Poiares),0,13,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,10,Póvoa (Poiares (Santo André)),0,31,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,10,Louredo (Arrifana),0,13,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,10,Pereiro de Além (Arrifana),0,5,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,35,8,Abraveia (Poiares (Santo André)),11,38,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,35,8,Venda (Poiares (Santo André)),0,48,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,35,8,Terreiros de Santo António (Arrifana),0,44,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,35,8,Vale do Gueiro (São Miguel de Poiares),5,23,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,35,8,Cabeças (Poiares (Santo André)),0,27,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,35,8,Barreiro (Lavegadas),0,27,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,28,7,Avessada (Poiares (Santo André)),5,38,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,28,7,Ponte da Pedra (Poiares (Santo André)),5,10,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,28,7,Crasto (Poiares (Santo André)),5,39,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,28,7,Cabeço de Celas (São Miguel de Poiares),5,39,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,28,7,Bogalhal (Poiares (Santo André)),5,26,0
2,135000,Secondary / secondary special                     ,Married                                           ,4,28,7,Sobreiro (Arrifana),5,17,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,28,2,Pereiro de Baixo (Arrifana),0,31,1
0,90000,Secondary / secondary special                     ,Married                                           ,2,28,2,Terreiros de Santo António (Arrifana),0,13,1
0,90000,Secondary / secondary special                     ,Married                                           ,2,28,2,Soutelo (Arrifana),2,21,1
0,90000,Secondary / secondary special                     ,Married                                           ,2,28,2,Vale Carvalhal (Poiares (Santo André)),0,3,1
1,202500,Secondary / secondary special                     ,Civil marriage                                    ,3,34,2,Terreiros de Santo António (Arrifana),0,7,0
1,202500,Secondary / secondary special                     ,Civil marriage                                    ,3,34,2,Vimieiro (Poiares (Santo André)),0,24,0
1,202500,Secondary / secondary special                     ,Civil marriage                                    ,3,34,2,Couchel (Poiares (Santo André)),0,7,0
1,202500,Secondary / secondary special                     ,Civil marriage                                    ,3,34,2,Catraia das Necessidades (Poiares (Santo André)),0,7,0
1,202500,Secondary / secondary special                     ,Civil marriage                                    ,3,34,2,Alveite Pequeno (São Miguel de Poiares),0,6,0
0,162000,Secondary / secondary special                     ,Civil marriage                                    ,2,34,4,Ferreira (Poiares (Santo André)),0,61,0
0,162000,Secondary / secondary special                     ,Civil marriage                                    ,2,34,4,Paço (Poiares (Santo André)),0,61,0
0,162000,Secondary / secondary special                     ,Civil marriage                                    ,2,34,4,Soutelo (Arrifana),0,13,0
0,225000,Secondary / secondary special                     ,Single / not married                              ,1,56,29,Póvoa (Poiares (Santo André)),1,25,0
0,225000,Secondary / secondary special                     ,Single / not married                              ,1,56,29,Forcado (Poiares (Santo André)),1,24,0
0,171000,Secondary / secondary special                     ,Married                                           ,2,60,6,Vila Nova de Poiares (Poiares (Santo André)),1,58,0
0,171000,Secondary / secondary special                     ,Married                                           ,2,60,6,Vale de Vaide (Poiares (Santo André)),0,18,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,29,8,Póvoa da Abraveia (Poiares (Santo André)),1,48,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,29,8,Pereiro de Além (Poiares (Santo André)),1,47,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,29,8,Lombada (São Miguel de Poiares),0,7,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,29,8,Vila Nova de Poiares (Poiares (Santo André)),1,23,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,29,8,Paço (Poiares (Santo André)),1,48,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,29,8,São Miguel de Poiares (São Miguel de Poiares),0,29,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,29,8,Terreiros de Além (Arrifana),0,5,0
0,135000,Higher education                                  ,Married                                           ,2,39,4,Oliveira (Arrifana),0,24,0
0,135000,Higher education                                  ,Married                                           ,2,39,4,Moura Morta (Lavegadas),0,24,0
0,135000,Higher education                                  ,Married                                           ,2,39,4,Carvalho (Arrifana),0,24,0
0,135000,Higher education                                  ,Married                                           ,2,39,4,Igreja Nova (Lavegadas),0,24,0
0,135000,Higher education                                  ,Married                                           ,2,39,4,Fonte Longa (São Miguel de Poiares),0,19,0
0,135000,Higher education                                  ,Married                                           ,2,39,4,Bogalhal (Poiares (Santo André)),0,3,0
1,157500,Higher education                                  ,Married                                           ,3,41,14,Abraveia (Poiares (Santo André)),0,13,0
1,157500,Higher education                                  ,Married                                           ,3,41,14,Casa Nova (Poiares (Santo André)),0,13,0
1,157500,Higher education                                  ,Married                                           ,3,41,14,Vale de Vaz (Poiares (Santo André)),0,61,0
1,157500,Higher education                                  ,Married                                           ,3,41,14,Vale de Viegas (Poiares (Santo André)),0,12,0
1,157500,Higher education                                  ,Married                                           ,3,41,14,Carvalho (Arrifana),0,49,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Algaça (Arrifana),0,14,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Casa Nova (Poiares (Santo André)),0,42,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Mucela (Lavegadas),0,45,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Avessada (Poiares (Santo André)),0,3,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Lombada (São Miguel de Poiares),0,5,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Sobreiro (Arrifana),0,30,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Fonte da Telha (Arrifana),3,20,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Vila Nova de Poiares (Poiares (Santo André)),0,34,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Boiça (São Miguel de Poiares),0,32,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Sabouga (Lavegadas),0,26,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Ventosa (Arrifana),0,5,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Vila Chã (Poiares (Santo André)),0,29,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Balteiro (Arrifana),0,23,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Vendinha (Poiares (Santo André)),0,20,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,39,11,Olho Marinho (São Miguel de Poiares),0,1,0
2,157500,Lower secondary                                   ,Civil marriage                                    ,4,31,3,Malpartida (São Miguel de Poiares),1,16,0
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,33,6,Fonte Longa (São Miguel de Poiares),7,19,1
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,33,6,Fonte da Telha (Arrifana),7,19,1
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,33,6,Abraveia (Poiares (Santo André)),0,39,1
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,33,6,Casa Nova (Poiares (Santo André)),0,38,1
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,33,6,Vale Carvalhal (Poiares (Santo André)),9,23,1
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,33,6,Pinheirais (Poiares (Santo André)),4,27,1
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,33,6,Casal do Gago (São Miguel de Poiares),0,16,1
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,63,8,Igreja Nova (Lavegadas),0,18,0
0,270000,Secondary / secondary special                     ,Single / not married                              ,1,63,8,Póvoa (Poiares (Santo André)),0,18,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,São Miguel de Poiares (São Miguel de Poiares),1,26,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Pereiro de Além (Poiares (Santo André)),0,29,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Carvalho (Arrifana),0,7,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Cabeço de Celas (São Miguel de Poiares),0,4,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Arrifana (Arrifana),1,13,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Ventosa (Arrifana),0,9,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Venda Nova (São Miguel de Poiares),0,3,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Vale de Afonso (Poiares (Santo André)),0,2,0
1,90000,Secondary / secondary special                     ,Married                                           ,3,29,5,Ponte da Pedra (Poiares (Santo André)),0,1,0
2,315000,Secondary / secondary special                     ,Married                                           ,4,34,4,Santa Maria (Arrifana),3,22,0
2,315000,Secondary / secondary special                     ,Married                                           ,4,34,4,Moura Morta (Lavegadas),0,16,0
2,315000,Secondary / secondary special                     ,Married                                           ,4,34,4,Arrifana (Arrifana),0,16,0
2,315000,Secondary / secondary special                     ,Married                                           ,4,34,4,Cabeço de Celas (Poiares (Santo André)),0,15,0
2,315000,Secondary / secondary special                     ,Married                                           ,4,34,4,Vale de Viegas (Poiares (Santo André)),0,9,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Ventosa (Arrifana),2,31,0
