Applicant_Gender,Total_Children,Total_Income,Education_Type,Family_Status,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Village
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,41,Vale de Vaz (Poiares (Santo André))
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,51,Risca Silva (Poiares (Santo André))
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,39,Venda (Poiares (Santo André))
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,51,Casa Nova (Poiares (Santo André))
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,36,Vimieiro (Poiares (Santo André))
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,25,Boiça (São Miguel de Poiares)
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,28,Alveite Grande (São Miguel de Poiares)
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,23,Fonte da Telha (Arrifana)
M      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,3,42,6,0,7,Sabouga (Lavegadas)
M      ,2,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,27,3,0,7,Bogalhal (Poiares (Santo André))
M      ,2,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,27,3,0,13,Ervideira (Arrifana)
M      ,2,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,27,3,0,7,Sobreiro (Arrifana)
M      ,2,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,27,3,0,7,Casa Nova (Poiares (Santo André))
M      ,0,360000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,58,8,3,40,Pereiro de Baixo (Arrifana)
F      ,1,157500,Higher education                                  ,Married                                           ,0,Sales staff                                       ,3,31,6,0,10,Mucela (Lavegadas)
F      ,1,157500,Higher education                                  ,Married                                           ,0,Sales staff                                       ,3,31,6,0,10,Alveite Pequeno (São Miguel de Poiares)
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,53,Algaça (Arrifana)
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,53,Crasto (Arrifana)
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,10,Ferreira (Poiares (Santo André))
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,12,Terreiros de Santo António (Arrifana)
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,14,Pereiro de Baixo (Poiares (Santo André))
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,39,Malpartida (São Miguel de Poiares)
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,33,Vila Nova de Poiares (Poiares (Santo André))
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,37,Risca Silva (Poiares (Santo André))
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,39,Igreja Nova (Lavegadas)
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,26,Pinheiro (Poiares (Santo André))
M      ,0,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,30,8,0,12,São Miguel de Poiares (São Miguel de Poiares)
F      ,0,180000,Secondary / secondary special                     ,Single / not married                              ,0,Drivers                                           ,1,38,16,0,11,Outeiro do Crasto (Arrifana)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,4,41,2,0,39,Póvoa da Abraveia (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,4,41,2,0,50,Couchel (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,4,41,2,0,51,Sabouga (Lavegadas)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,4,41,2,0,1,Forcado (Poiares (Santo André))
F      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,2,0,7,Algaça (Poiares (Santo André))
F      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,2,0,4,Boiça (São Miguel de Poiares)
F      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,2,7,1,Casais (Arrifana)
F      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,2,0,3,Vale de Vaide (Poiares (Santo André))
M      ,1,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,3,32,4,0,12,Louredo (Arrifana)
F      ,1,144000,Higher education                                  ,Married                                           ,0,Accountants                                       ,3,36,9,0,59,Vilar (Arrifana)
F      ,1,144000,Higher education                                  ,Married                                           ,0,Accountants                                       ,3,36,9,0,19,Oliveira (Arrifana)
F      ,1,144000,Higher education                                  ,Married                                           ,0,Accountants                                       ,3,36,9,0,13,Pereiro de Baixo (Arrifana)
F      ,1,144000,Higher education                                  ,Married                                           ,0,Accountants                                       ,3,36,9,0,16,Ribas (Poiares (Santo André))
F      ,1,144000,Higher education                                  ,Married                                           ,0,Accountants                                       ,3,36,9,0,15,Louredo (Arrifana)
F      ,1,144000,Higher education                                  ,Married                                           ,0,Accountants                                       ,3,36,9,0,21,Casa Nova (Poiares (Santo André))
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Paço (Poiares (Santo André))
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Lombada (São Miguel de Poiares)
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Alveite Grande (São Miguel de Poiares)
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Vale da Clara (Poiares (Santo André))
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,2,Olho Marinho (São Miguel de Poiares)
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Vilar (Arrifana)
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Vale de Viegas (Poiares (Santo André))
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Moura Morta (Lavegadas)
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,3,Venda (Poiares (Santo André))
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,2,Crasto (Poiares (Santo André))
F      ,1,108000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,36,4,0,2,Alveite Grande (São Miguel de Poiares)
F      ,3,135000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,5,31,8,0,8,Ponte da Pedra (Poiares (Santo André))
F      ,3,135000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,5,31,8,0,54,Santa Maria (Arrifana)
M      ,3,135000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,5,31,8,2,34,Mucela (Lavegadas)
M      ,0,270000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,40,12,0,59,Couchel (Poiares (Santo André))
M      ,0,270000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,40,12,0,20,Oliveira (Arrifana)
M      ,0,270000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,40,12,0,7,Soutelo (Arrifana)
M      ,0,292500,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,2,27,8,4,8,Lixosa (Arrifana)
M      ,0,292500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,27,8,0,40,Moinhos (São Miguel de Poiares)
F      ,0,180000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,44,3,1,38,Vendinha (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Married                                           ,0,Laborers                                          ,2,44,3,0,31,Vila Nova de Poiares (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Separated                                         ,0,Sales staff                                       ,3,40,10,0,20,Cascalho (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Separated                                         ,0,Sales staff                                       ,3,40,10,0,49,Vendinha (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Separated                                         ,0,Sales staff                                       ,3,40,10,0,42,Crasto (Poiares (Santo André))
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,34,Vilar (Arrifana)
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,52,Vale da Clara (Poiares (Santo André))
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,29,Vale de Vaz (Poiares (Santo André))
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,34,Alveite Grande (São Miguel de Poiares)
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,28,Crasto (Poiares (Santo André))
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,46,Louredo (Arrifana)
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,42,Vale de Afonso (Poiares (Santo André))
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,10,Cascalho (Poiares (Santo André))
F      ,0,126000,Incomplete higher                                 ,Single / not married                              ,0,Core staff                                        ,1,33,15,0,29,Santa Maria (Arrifana)
F      ,0,90000,Incomplete higher                                 ,Single / not married                              ,0,Laborers                                          ,1,28,3,0,4,Ferreira (Poiares (Santo André))
F      ,0,90000,Incomplete higher                                 ,Single / not married                              ,0,Laborers                                          ,1,28,3,0,4,Malpartida (São Miguel de Poiares)
M      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,56,8,0,17,Cascalho (Poiares (Santo André))
M      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,56,8,0,30,Fonte da Telha (Arrifana)
M      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,56,8,0,15,Paço (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,61,5,0,19,Póvoa (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,61,5,0,57,Bogalhal (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,61,5,0,57,Risca Silva (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,61,5,0,57,Crasto (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,61,5,0,17,Entroncamento (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,61,5,0,17,Risca Silva (Poiares (Santo André))
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,27,Mucela (Lavegadas)
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,27,Ponte da Pedra (Poiares (Santo André))
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,33,Alveite Pequeno (São Miguel de Poiares)
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,27,Abraveia (Poiares (Santo André))
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,24,Santa Maria (Arrifana)
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,21,Sabouga (Lavegadas)
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,20,Avessada (Poiares (Santo André))
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,18,Ponte de Mucela (Lavegadas)
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,3,Algaça (Arrifana)
F      ,1,135000,Secondary / secondary special                     ,Widow                                             ,0,Sales staff                                       ,2,43,1,0,2,Pinheiro (Poiares (Santo André))
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,14,Balteiro (Arrifana)
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,2,Vale Carvalhal (Poiares (Santo André))
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,14,Cabeço de Celas (São Miguel de Poiares)
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,2,Fonte da Telha (Arrifana)
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,9,Vendinha (Poiares (Santo André))
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,2,Algaça (Poiares (Santo André))
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,8,Catraia das Necessidades (Poiares (Santo André))
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,2,Ribeira do Moinho (Poiares (Santo André))
M      ,0,202500,Secondary / secondary special                     ,Married                                           ,1,Core staff                                        ,2,24,3,0,1,Abraveia (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,32,3,0,14,Entroncamento (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,32,3,0,14,Vila Chã (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,32,3,0,14,Ponte da Pedra (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,32,3,0,14,Pereiro de Além (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,32,3,0,14,Santa Maria (Arrifana)
F      ,0,180000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,32,3,0,12,Entroncamento (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,32,3,0,12,Crasto (Poiares (Santo André))
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,Sales staff                                       ,1,48,2,0,24,Vale de Vaz (Poiares (Santo André))
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,Sales staff                                       ,1,48,2,0,25,Crasto (Arrifana)
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,Sales staff                                       ,1,48,2,0,24,Catraia das Necessidades (Poiares (Santo André))
F      ,1,202500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,27,4,0,41,Forcado (Poiares (Santo André))
F      ,1,202500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,27,4,0,10,Terreiros de Além (Arrifana)
F      ,1,202500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,27,4,0,30,Forcado (Poiares (Santo André))
F      ,1,202500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,3,27,4,0,7,Couchel (Poiares (Santo André))
M      ,3,202500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,5,37,6,0,22,Sabouga (Lavegadas)
M      ,3,202500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,5,37,6,0,22,Carvalho (Arrifana)
M      ,3,202500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,5,37,6,0,22,Ribas (Poiares (Santo André))
M      ,3,202500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,5,37,6,0,13,Pereiro de Baixo (Poiares (Santo André))
M      ,3,202500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,5,37,6,0,3,Cascalho (Poiares (Santo André))
F      ,0,81000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,10,0,57,Carvalho (Arrifana)
F      ,0,81000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,10,0,7,Mucela (Lavegadas)
F      ,0,81000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,10,0,57,Oliveira (Arrifana)
F      ,0,81000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,10,0,46,Couchel (Poiares (Santo André))
F      ,0,81000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,43,10,0,17,Ribeira do Moinho (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,35,5,0,16,Ponte da Pedra (Poiares (Santo André))
F      ,2,270000,Higher education                                  ,Married                                           ,0,Managers                                          ,4,38,2,0,15,Vila Nova de Poiares (Poiares (Santo André))
F      ,2,270000,Higher education                                  ,Married                                           ,0,Managers                                          ,4,38,2,0,15,Póvoa (Poiares (Santo André))
F      ,2,270000,Higher education                                  ,Married                                           ,0,Managers                                          ,4,38,2,0,49,Ribas (Poiares (Santo André))
F      ,2,270000,Higher education                                  ,Married                                           ,0,Managers                                          ,4,38,2,0,15,Vale de Afonso (Poiares (Santo André))
F      ,2,270000,Higher education                                  ,Married                                           ,0,Managers                                          ,4,38,2,0,50,Ribeira do Moinho (Poiares (Santo André))
F      ,2,270000,Higher education                                  ,Married                                           ,0,Managers                                          ,4,38,2,0,15,Vale de Vaide (Poiares (Santo André))
M      ,0,180000,Secondary / secondary special                     ,Civil marriage                                    ,0,Sales staff                                       ,2,32,10,0,17,Framilo (Poiares (Santo André))
M      ,0,180000,Secondary / secondary special                     ,Civil marriage                                    ,0,Sales staff                                       ,2,32,10,0,16,Vendinha (Poiares (Santo André))
M      ,0,180000,Secondary / secondary special                     ,Civil marriage                                    ,0,Sales staff                                       ,2,32,10,0,51,Louredo (Arrifana)
F      ,1,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,3,39,2,12,10,Vilar (Arrifana)
F      ,0,247500,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,1,55,4,0,39,Pereiro de Baixo (Poiares (Santo André))
F      ,0,247500,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,1,55,4,0,12,Avessada (Poiares (Santo André))
F      ,2,135000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,10,0,18,Ponte de Mucela (Lavegadas)
F      ,2,135000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,10,0,11,Outeiro do Crasto (Arrifana)
M      ,1,630000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,48,13,0,23,Igreja Nova (Lavegadas)
F      ,1,148500,Secondary / secondary special                     ,Separated                                         ,0,Sales staff                                       ,2,29,4,0,23,Moinhos (São Miguel de Poiares)
M      ,1,121500,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,2,35,13,0,17,Forcado (Poiares (Santo André))
M      ,0,162000,Secondary / secondary special                     ,Single / not married                              ,0,Security staff                                    ,1,32,2,0,28,Balteiro (Arrifana)
M      ,0,162000,Secondary / secondary special                     ,Single / not married                              ,0,Security staff                                    ,1,32,2,1,41,Venda (Poiares (Santo André))
M      ,0,162000,Secondary / secondary special                     ,Single / not married                              ,0,Security staff                                    ,1,32,2,0,4,Cabeço de Celas (São Miguel de Poiares)
F      ,0,202500,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,59,4,0,8,Vale da Clara (Poiares (Santo André))
F      ,0,202500,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,2,59,4,0,18,Balteiro (Arrifana)
M      ,2,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,4,47,4,0,15,Framilo (Poiares (Santo André))
M      ,2,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,4,47,4,0,29,Ponte da Pedra (Poiares (Santo André))
M      ,2,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,4,47,4,0,25,Malpartida (São Miguel de Poiares)
M      ,2,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,4,47,4,0,24,Vilar (Arrifana)
M      ,2,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,4,47,4,0,28,Casal do Gago (São Miguel de Poiares)
M      ,0,315000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,43,4,1,48,Vila Nova de Poiares (Poiares (Santo André))
M      ,0,315000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,43,4,0,41,Entroncamento (Poiares (Santo André))
M      ,0,315000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,43,4,3,35,Vimieiro (Poiares (Santo André))
M      ,0,315000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,43,4,1,25,Terreiros de Santo António (Arrifana)
M      ,0,315000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,43,4,1,9,Terreiros de Além (Arrifana)
F      ,0,157500,Higher education                                  ,Married                                           ,1,Managers                                          ,2,31,6,0,26,Bogalhal (Poiares (Santo André))
F      ,0,157500,Higher education                                  ,Married                                           ,1,Managers                                          ,2,31,6,0,28,São Miguel de Poiares (São Miguel de Poiares)
F      ,0,157500,Higher education                                  ,Married                                           ,1,Managers                                          ,2,31,6,0,13,Vilar (Arrifana)
F      ,0,157500,Higher education                                  ,Married                                           ,1,Managers                                          ,2,31,6,0,12,Pereiro de Além (Arrifana)
F      ,0,112500,Secondary / secondary special                     ,Married                                           ,0,Medicine staff                                    ,2,32,1,0,1,Bogalhal (Poiares (Santo André))
F      ,0,112500,Secondary / secondary special                     ,Married                                           ,0,Medicine staff                                    ,2,32,1,0,1,Vale de Afonso (Poiares (Santo André))
F      ,0,202500,Secondary / secondary special                     ,Civil marriage                                    ,0,High skill tech staff                             ,2,48,12,0,6,Moura Morta (Lavegadas)
F      ,0,202500,Secondary / secondary special                     ,Civil marriage                                    ,0,High skill tech staff                             ,2,48,12,0,23,Catraia das Necessidades (Poiares (Santo André))
F      ,0,202500,Secondary / secondary special                     ,Civil marriage                                    ,0,High skill tech staff                             ,2,48,12,0,6,Crasto (Poiares (Santo André))
F      ,0,202500,Secondary / secondary special                     ,Civil marriage                                    ,0,High skill tech staff                             ,2,48,12,0,23,Pinheirais (Poiares (Santo André))
F      ,0,99000,Secondary / secondary special                     ,Married                                           ,1,Laborers                                          ,2,49,20,0,6,Boiça (São Miguel de Poiares)
F      ,0,99000,Secondary / secondary special                     ,Married                                           ,1,Laborers                                          ,2,49,20,0,14,Pereiro de Além (Poiares (Santo André))
F      ,0,99000,Secondary / secondary special                     ,Married                                           ,1,Laborers                                          ,2,49,20,0,3,Risca Silva (Poiares (Santo André))
F      ,0,99000,Secondary / secondary special                     ,Married                                           ,1,Laborers                                          ,2,49,20,0,9,Barreiro (Lavegadas)
F      ,0,99000,Secondary / secondary special                     ,Married                                           ,1,Laborers                                          ,2,49,20,0,1,Terreiros de Santo António (Arrifana)
M      ,0,202500,Secondary / secondary special                     ,Single / not married                              ,0,Drivers                                           ,1,23,1,0,2,Segundeira (Poiares (Santo André))
M      ,0,202500,Secondary / secondary special                     ,Single / not married                              ,0,Drivers                                           ,1,23,1,0,1,Ervideira (Arrifana)
M      ,0,157500,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,1,29,7,0,4,Cascalho (Poiares (Santo André))
F      ,1,90000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,3,36,15,0,44,Ervideira (Arrifana)
F      ,1,90000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,3,36,15,0,4,Ribas (Poiares (Santo André))
F      ,1,90000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,3,36,15,0,9,Terreiros de Santo António (Arrifana)
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,2,48,27,2,11,Ponte da Pedra (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,2,48,27,0,13,Pinheirais (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,2,48,27,1,35,Pinheirais (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,2,48,27,0,22,Risca Silva (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,2,48,27,2,7,Bogalhal (Poiares (Santo André))
F      ,0,427500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,58,17,5,4,Sabouga (Lavegadas)
F      ,0,427500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,58,17,1,4,Algaça (Arrifana)
F      ,0,180000,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,1,37,8,1,16,Vendinha (Poiares (Santo André))
M      ,0,135000,Incomplete higher                                 ,Civil marriage                                    ,0,IT staff                                          ,2,29,1,0,6,Paço (Poiares (Santo André))
M      ,0,135000,Incomplete higher                                 ,Civil marriage                                    ,0,IT staff                                          ,2,29,1,0,5,Catraia das Necessidades (Poiares (Santo André))
M      ,0,135000,Incomplete higher                                 ,Civil marriage                                    ,0,IT staff                                          ,2,29,1,0,3,Abraveia (Poiares (Santo André))
M      ,0,198000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,58,4,0,27,Casal do Gago (São Miguel de Poiares)
M      ,0,198000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,58,4,0,26,Carvalho (Arrifana)
M      ,0,198000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,58,4,0,19,Cabeço de Celas (Poiares (Santo André))
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,41,Vale de Vaz (Poiares (Santo André))
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,10,Ribeira do Moinho (Poiares (Santo André))
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,42,Casais (Arrifana)
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,41,Vale de Afonso (Poiares (Santo André))
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,43,Segundeira (Poiares (Santo André))
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,9,Terreiros de Santo António (Arrifana)
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,32,Cabeço de Celas (São Miguel de Poiares)
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,31,Oliveira (Arrifana)
M      ,0,585000,Secondary / secondary special                     ,Married                                           ,0,Drivers                                           ,2,46,5,0,26,Pereiro de Baixo (Poiares (Santo André))
